name,description,is_active
Term Type 1187,Description for term type 1187 - availability period definition,1
Term Type 1188,Description for term type 1188 - availability period definition,1
Term Type 1189,Description for term type 1189 - availability period definition,1
Term Type 1190,Description for term type 1190 - availability period definition,1
Term Type 1191,Description for term type 1191 - availability period definition,1
Term Type 1192,Description for term type 1192 - availability period definition,1
Term Type 1193,Description for term type 1193 - availability period definition,1
Term Type 1194,Description for term type 1194 - availability period definition,1
Term Type 1195,Description for term type 1195 - availability period definition,1
Term Type 1196,Description for term type 1196 - availability period definition,1
Term Type 1197,Description for term type 1197 - availability period definition,1
Term Type 1198,Description for term type 1198 - availability period definition,1
Term Type 1199,Description for term type 1199 - availability period definition,1
Term Type 1200,Description for term type 1200 - availability period definition,1
Term Type 1201,Description for term type 1201 - availability period definition,1
Term Type 1202,Description for term type 1202 - availability period definition,1
Term Type 1203,Description for term type 1203 - availability period definition,1
Term Type 1204,Description for term type 1204 - availability period definition,1
Term Type 1205,Description for term type 1205 - availability period definition,1
Term Type 1206,Description for term type 1206 - availability period definition,1
Term Type 1207,Description for term type 1207 - availability period definition,1
Term Type 1208,Description for term type 1208 - availability period definition,1
Term Type 1209,Description for term type 1209 - availability period definition,1
Term Type 1210,Description for term type 1210 - availability period definition,1
Term Type 1211,Description for term type 1211 - availability period definition,1
Term Type 1212,Description for term type 1212 - availability period definition,1
Term Type 1213,Description for term type 1213 - availability period definition,1
Term Type 1214,Description for term type 1214 - availability period definition,1
Term Type 1215,Description for term type 1215 - availability period definition,1
Term Type 1216,Description for term type 1216 - availability period definition,1
Term Type 1217,Description for term type 1217 - availability period definition,1
Term Type 1218,Description for term type 1218 - availability period definition,1
Term Type 1219,Description for term type 1219 - availability period definition,1
Term Type 1220,Description for term type 1220 - availability period definition,1
Term Type 1221,Description for term type 1221 - availability period definition,1
Term Type 1222,Description for term type 1222 - availability period definition,1
Term Type 1223,Description for term type 1223 - availability period definition,1
Term Type 1224,Description for term type 1224 - availability period definition,1
Term Type 1225,Description for term type 1225 - availability period definition,1
Term Type 1226,Description for term type 1226 - availability period definition,1
Term Type 1227,Description for term type 1227 - availability period definition,1
Term Type 1228,Description for term type 1228 - availability period definition,1
Term Type 1229,Description for term type 1229 - availability period definition,1
Term Type 1230,Description for term type 1230 - availability period definition,1
Term Type 1231,Description for term type 1231 - availability period definition,1
Term Type 1232,Description for term type 1232 - availability period definition,1
Term Type 1233,Description for term type 1233 - availability period definition,1
Term Type 1234,Description for term type 1234 - availability period definition,1
Term Type 1235,Description for term type 1235 - availability period definition,1
Term Type 1236,Description for term type 1236 - availability period definition,1
Term Type 1237,Description for term type 1237 - availability period definition,1
Term Type 1238,Description for term type 1238 - availability period definition,1
Term Type 1239,Description for term type 1239 - availability period definition,1
Term Type 1240,Description for term type 1240 - availability period definition,1
Term Type 1241,Description for term type 1241 - availability period definition,1
Term Type 1242,Description for term type 1242 - availability period definition,1
Term Type 1243,Description for term type 1243 - availability period definition,1
Term Type 1244,Description for term type 1244 - availability period definition,1
Term Type 1245,Description for term type 1245 - availability period definition,1
Term Type 1246,Description for term type 1246 - availability period definition,1
Term Type 1247,Description for term type 1247 - availability period definition,1
Term Type 1248,Description for term type 1248 - availability period definition,1
Term Type 1249,Description for term type 1249 - availability period definition,1
Term Type 1250,Description for term type 1250 - availability period definition,1
Term Type 1251,Description for term type 1251 - availability period definition,1
Term Type 1252,Description for term type 1252 - availability period definition,1
Term Type 1253,Description for term type 1253 - availability period definition,1
Term Type 1254,Description for term type 1254 - availability period definition,1
Term Type 1255,Description for term type 1255 - availability period definition,1
Term Type 1256,Description for term type 1256 - availability period definition,1
Term Type 1257,Description for term type 1257 - availability period definition,1
Term Type 1258,Description for term type 1258 - availability period definition,1
Term Type 1259,Description for term type 1259 - availability period definition,1
Term Type 1260,Description for term type 1260 - availability period definition,1
Term Type 1261,Description for term type 1261 - availability period definition,1
Term Type 1262,Description for term type 1262 - availability period definition,1
Term Type 1263,Description for term type 1263 - availability period definition,1
Term Type 1264,Description for term type 1264 - availability period definition,1
Term Type 1265,Description for term type 1265 - availability period definition,1
Term Type 1266,Description for term type 1266 - availability period definition,1
Term Type 1267,Description for term type 1267 - availability period definition,1
Term Type 1268,Description for term type 1268 - availability period definition,1
Term Type 1269,Description for term type 1269 - availability period definition,1
Term Type 1270,Description for term type 1270 - availability period definition,1
Term Type 1271,Description for term type 1271 - availability period definition,1
Term Type 1272,Description for term type 1272 - availability period definition,1
Term Type 1273,Description for term type 1273 - availability period definition,1
Term Type 1274,Description for term type 1274 - availability period definition,1
Term Type 1275,Description for term type 1275 - availability period definition,1
Term Type 1276,Description for term type 1276 - availability period definition,1
Term Type 1277,Description for term type 1277 - availability period definition,1
Term Type 1278,Description for term type 1278 - availability period definition,1
Term Type 1279,Description for term type 1279 - availability period definition,1
Term Type 1280,Description for term type 1280 - availability period definition,1
Term Type 1281,Description for term type 1281 - availability period definition,1
Term Type 1282,Description for term type 1282 - availability period definition,1
Term Type 1283,Description for term type 1283 - availability period definition,1
Term Type 1284,Description for term type 1284 - availability period definition,1
Term Type 1285,Description for term type 1285 - availability period definition,1
Term Type 1286,Description for term type 1286 - availability period definition,1
Term Type 1287,Description for term type 1287 - availability period definition,1
Term Type 1288,Description for term type 1288 - availability period definition,1
Term Type 1289,Description for term type 1289 - availability period definition,1
Term Type 1290,Description for term type 1290 - availability period definition,1
Term Type 1291,Description for term type 1291 - availability period definition,1
Term Type 1292,Description for term type 1292 - availability period definition,1
Term Type 1293,Description for term type 1293 - availability period definition,1
Term Type 1294,Description for term type 1294 - availability period definition,1
Term Type 1295,Description for term type 1295 - availability period definition,1
Term Type 1296,Description for term type 1296 - availability period definition,1
Term Type 1297,Description for term type 1297 - availability period definition,1
Term Type 1298,Description for term type 1298 - availability period definition,1
Term Type 1299,Description for term type 1299 - availability period definition,1
Term Type 1300,Description for term type 1300 - availability period definition,1
Term Type 1301,Description for term type 1301 - availability period definition,1
Term Type 1302,Description for term type 1302 - availability period definition,1
Term Type 1303,Description for term type 1303 - availability period definition,1
Term Type 1304,Description for term type 1304 - availability period definition,1
Term Type 1305,Description for term type 1305 - availability period definition,1
Term Type 1306,Description for term type 1306 - availability period definition,1
Term Type 1307,Description for term type 1307 - availability period definition,1
Term Type 1308,Description for term type 1308 - availability period definition,1
Term Type 1309,Description for term type 1309 - availability period definition,1
Term Type 1310,Description for term type 1310 - availability period definition,1
Term Type 1311,Description for term type 1311 - availability period definition,1
Term Type 1312,Description for term type 1312 - availability period definition,1
Term Type 1313,Description for term type 1313 - availability period definition,1
Term Type 1314,Description for term type 1314 - availability period definition,1
Term Type 1315,Description for term type 1315 - availability period definition,1
Term Type 1316,Description for term type 1316 - availability period definition,1
Term Type 1317,Description for term type 1317 - availability period definition,1
Term Type 1318,Description for term type 1318 - availability period definition,1
Term Type 1319,Description for term type 1319 - availability period definition,1
Term Type 1320,Description for term type 1320 - availability period definition,1
Term Type 1321,Description for term type 1321 - availability period definition,1
Term Type 1322,Description for term type 1322 - availability period definition,1
Term Type 1323,Description for term type 1323 - availability period definition,1
Term Type 1324,Description for term type 1324 - availability period definition,1
Term Type 1325,Description for term type 1325 - availability period definition,1
Term Type 1326,Description for term type 1326 - availability period definition,1
Term Type 1327,Description for term type 1327 - availability period definition,1
Term Type 1328,Description for term type 1328 - availability period definition,1
Term Type 1329,Description for term type 1329 - availability period definition,1
Term Type 1330,Description for term type 1330 - availability period definition,1
Term Type 1331,Description for term type 1331 - availability period definition,1
Term Type 1332,Description for term type 1332 - availability period definition,1
Term Type 1333,Description for term type 1333 - availability period definition,1
Term Type 1334,Description for term type 1334 - availability period definition,1
Term Type 1335,Description for term type 1335 - availability period definition,1
Term Type 1336,Description for term type 1336 - availability period definition,1
Term Type 1337,Description for term type 1337 - availability period definition,1
Term Type 1338,Description for term type 1338 - availability period definition,1
Term Type 1339,Description for term type 1339 - availability period definition,1
Term Type 1340,Description for term type 1340 - availability period definition,1
Term Type 1341,Description for term type 1341 - availability period definition,1
Term Type 1342,Description for term type 1342 - availability period definition,1
Term Type 1343,Description for term type 1343 - availability period definition,1
Term Type 1344,Description for term type 1344 - availability period definition,1
Term Type 1345,Description for term type 1345 - availability period definition,1
Term Type 1346,Description for term type 1346 - availability period definition,1
Term Type 1347,Description for term type 1347 - availability period definition,1
Term Type 1348,Description for term type 1348 - availability period definition,1
Term Type 1349,Description for term type 1349 - availability period definition,1
Term Type 1350,Description for term type 1350 - availability period definition,1
Term Type 1351,Description for term type 1351 - availability period definition,1
Term Type 1352,Description for term type 1352 - availability period definition,1
Term Type 1353,Description for term type 1353 - availability period definition,1
Term Type 1354,Description for term type 1354 - availability period definition,1
Term Type 1355,Description for term type 1355 - availability period definition,1
Term Type 1356,Description for term type 1356 - availability period definition,1
Term Type 1357,Description for term type 1357 - availability period definition,1
Term Type 1358,Description for term type 1358 - availability period definition,1
Term Type 1359,Description for term type 1359 - availability period definition,1
Term Type 1360,Description for term type 1360 - availability period definition,1
Term Type 1361,Description for term type 1361 - availability period definition,1
Term Type 1362,Description for term type 1362 - availability period definition,1
Term Type 1363,Description for term type 1363 - availability period definition,1
Term Type 1364,Description for term type 1364 - availability period definition,1
Term Type 1365,Description for term type 1365 - availability period definition,1
Term Type 1366,Description for term type 1366 - availability period definition,1
Term Type 1367,Description for term type 1367 - availability period definition,1
Term Type 1368,Description for term type 1368 - availability period definition,1
Term Type 1369,Description for term type 1369 - availability period definition,1
Term Type 1370,Description for term type 1370 - availability period definition,1
Term Type 1371,Description for term type 1371 - availability period definition,1
Term Type 1372,Description for term type 1372 - availability period definition,1
Term Type 1373,Description for term type 1373 - availability period definition,1
Term Type 1374,Description for term type 1374 - availability period definition,1
Term Type 1375,Description for term type 1375 - availability period definition,1
Term Type 1376,Description for term type 1376 - availability period definition,1
Term Type 1377,Description for term type 1377 - availability period definition,1
Term Type 1378,Description for term type 1378 - availability period definition,1
Term Type 1379,Description for term type 1379 - availability period definition,1
Term Type 1380,Description for term type 1380 - availability period definition,1
Term Type 1381,Description for term type 1381 - availability period definition,1
Term Type 1382,Description for term type 1382 - availability period definition,1
Term Type 1383,Description for term type 1383 - availability period definition,1
Term Type 1384,Description for term type 1384 - availability period definition,1
Term Type 1385,Description for term type 1385 - availability period definition,1
Term Type 1386,Description for term type 1386 - availability period definition,1
Term Type 1387,Description for term type 1387 - availability period definition,1
Term Type 1388,Description for term type 1388 - availability period definition,1
Term Type 1389,Description for term type 1389 - availability period definition,1
Term Type 1390,Description for term type 1390 - availability period definition,1
Term Type 1391,Description for term type 1391 - availability period definition,1
Term Type 1392,Description for term type 1392 - availability period definition,1
Term Type 1393,Description for term type 1393 - availability period definition,1
Term Type 1394,Description for term type 1394 - availability period definition,1
Term Type 1395,Description for term type 1395 - availability period definition,1
Term Type 1396,Description for term type 1396 - availability period definition,1
Term Type 1397,Description for term type 1397 - availability period definition,1
Term Type 1398,Description for term type 1398 - availability period definition,1
Term Type 1399,Description for term type 1399 - availability period definition,1
Term Type 1400,Description for term type 1400 - availability period definition,1
Term Type 1401,Description for term type 1401 - availability period definition,1
Term Type 1402,Description for term type 1402 - availability period definition,1
Term Type 1403,Description for term type 1403 - availability period definition,1
Term Type 1404,Description for term type 1404 - availability period definition,1
Term Type 1405,Description for term type 1405 - availability period definition,1
Term Type 1406,Description for term type 1406 - availability period definition,1
Term Type 1407,Description for term type 1407 - availability period definition,1
Term Type 1408,Description for term type 1408 - availability period definition,1
Term Type 1409,Description for term type 1409 - availability period definition,1
Term Type 1410,Description for term type 1410 - availability period definition,1
Term Type 1411,Description for term type 1411 - availability period definition,1
Term Type 1412,Description for term type 1412 - availability period definition,1
Term Type 1413,Description for term type 1413 - availability period definition,1
Term Type 1414,Description for term type 1414 - availability period definition,1
Term Type 1415,Description for term type 1415 - availability period definition,1
Term Type 1416,Description for term type 1416 - availability period definition,1
Term Type 1417,Description for term type 1417 - availability period definition,1
Term Type 1418,Description for term type 1418 - availability period definition,1
Term Type 1419,Description for term type 1419 - availability period definition,1
Term Type 1420,Description for term type 1420 - availability period definition,1
Term Type 1421,Description for term type 1421 - availability period definition,1
Term Type 1422,Description for term type 1422 - availability period definition,1
Term Type 1423,Description for term type 1423 - availability period definition,1
Term Type 1424,Description for term type 1424 - availability period definition,1
Term Type 1425,Description for term type 1425 - availability period definition,1
Term Type 1426,Description for term type 1426 - availability period definition,1
Term Type 1427,Description for term type 1427 - availability period definition,1
Term Type 1428,Description for term type 1428 - availability period definition,1
Term Type 1429,Description for term type 1429 - availability period definition,1
Term Type 1430,Description for term type 1430 - availability period definition,1
Term Type 1431,Description for term type 1431 - availability period definition,1
Term Type 1432,Description for term type 1432 - availability period definition,1
Term Type 1433,Description for term type 1433 - availability period definition,1
Term Type 1434,Description for term type 1434 - availability period definition,1
Term Type 1435,Description for term type 1435 - availability period definition,1
Term Type 1436,Description for term type 1436 - availability period definition,1
Term Type 1437,Description for term type 1437 - availability period definition,1
Term Type 1438,Description for term type 1438 - availability period definition,1
Term Type 1439,Description for term type 1439 - availability period definition,1
Term Type 1440,Description for term type 1440 - availability period definition,1
Term Type 1441,Description for term type 1441 - availability period definition,1
Term Type 1442,Description for term type 1442 - availability period definition,1
Term Type 1443,Description for term type 1443 - availability period definition,1
Term Type 1444,Description for term type 1444 - availability period definition,1
Term Type 1445,Description for term type 1445 - availability period definition,1
Term Type 1446,Description for term type 1446 - availability period definition,1
Term Type 1447,Description for term type 1447 - availability period definition,1
Term Type 1448,Description for term type 1448 - availability period definition,1
Term Type 1449,Description for term type 1449 - availability period definition,1
Term Type 1450,Description for term type 1450 - availability period definition,1
Term Type 1451,Description for term type 1451 - availability period definition,1
Term Type 1452,Description for term type 1452 - availability period definition,1
Term Type 1453,Description for term type 1453 - availability period definition,1
Term Type 1454,Description for term type 1454 - availability period definition,1
Term Type 1455,Description for term type 1455 - availability period definition,1
Term Type 1456,Description for term type 1456 - availability period definition,1
Term Type 1457,Description for term type 1457 - availability period definition,1
Term Type 1458,Description for term type 1458 - availability period definition,1
Term Type 1459,Description for term type 1459 - availability period definition,1
Term Type 1460,Description for term type 1460 - availability period definition,1
Term Type 1461,Description for term type 1461 - availability period definition,1
Term Type 1462,Description for term type 1462 - availability period definition,1
Term Type 1463,Description for term type 1463 - availability period definition,1
Term Type 1464,Description for term type 1464 - availability period definition,1
Term Type 1465,Description for term type 1465 - availability period definition,1
Term Type 1466,Description for term type 1466 - availability period definition,1
Term Type 1467,Description for term type 1467 - availability period definition,1
Term Type 1468,Description for term type 1468 - availability period definition,1
Term Type 1469,Description for term type 1469 - availability period definition,1
Term Type 1470,Description for term type 1470 - availability period definition,1
Term Type 1471,Description for term type 1471 - availability period definition,1
Term Type 1472,Description for term type 1472 - availability period definition,1
Term Type 1473,Description for term type 1473 - availability period definition,1
Term Type 1474,Description for term type 1474 - availability period definition,1
Term Type 1475,Description for term type 1475 - availability period definition,1
Term Type 1476,Description for term type 1476 - availability period definition,1
Term Type 1477,Description for term type 1477 - availability period definition,1
Term Type 1478,Description for term type 1478 - availability period definition,1
Term Type 1479,Description for term type 1479 - availability period definition,1
Term Type 1480,Description for term type 1480 - availability period definition,1
Term Type 1481,Description for term type 1481 - availability period definition,1
Term Type 1482,Description for term type 1482 - availability period definition,1
Term Type 1483,Description for term type 1483 - availability period definition,1
Term Type 1484,Description for term type 1484 - availability period definition,1
Term Type 1485,Description for term type 1485 - availability period definition,1
Term Type 1486,Description for term type 1486 - availability period definition,1
Term Type 1487,Description for term type 1487 - availability period definition,1
Term Type 1488,Description for term type 1488 - availability period definition,1
Term Type 1489,Description for term type 1489 - availability period definition,1
Term Type 1490,Description for term type 1490 - availability period definition,1
Term Type 1491,Description for term type 1491 - availability period definition,1
Term Type 1492,Description for term type 1492 - availability period definition,1
Term Type 1493,Description for term type 1493 - availability period definition,1
Term Type 1494,Description for term type 1494 - availability period definition,1
Term Type 1495,Description for term type 1495 - availability period definition,1
Term Type 1496,Description for term type 1496 - availability period definition,1
Term Type 1497,Description for term type 1497 - availability period definition,1
Term Type 1498,Description for term type 1498 - availability period definition,1
Term Type 1499,Description for term type 1499 - availability period definition,1
Term Type 1500,Description for term type 1500 - availability period definition,1
Term Type 1501,Description for term type 1501 - availability period definition,1
Term Type 1502,Description for term type 1502 - availability period definition,1
Term Type 1503,Description for term type 1503 - availability period definition,1
Term Type 1504,Description for term type 1504 - availability period definition,1
Term Type 1505,Description for term type 1505 - availability period definition,1
Term Type 1506,Description for term type 1506 - availability period definition,1
Term Type 1507,Description for term type 1507 - availability period definition,1
Term Type 1508,Description for term type 1508 - availability period definition,1
Term Type 1509,Description for term type 1509 - availability period definition,1
Term Type 1510,Description for term type 1510 - availability period definition,1
Term Type 1511,Description for term type 1511 - availability period definition,1
Term Type 1512,Description for term type 1512 - availability period definition,1
Term Type 1513,Description for term type 1513 - availability period definition,1
Term Type 1514,Description for term type 1514 - availability period definition,1
Term Type 1515,Description for term type 1515 - availability period definition,1
Term Type 1516,Description for term type 1516 - availability period definition,1
Term Type 1517,Description for term type 1517 - availability period definition,1
Term Type 1518,Description for term type 1518 - availability period definition,1
Term Type 1519,Description for term type 1519 - availability period definition,1
Term Type 1520,Description for term type 1520 - availability period definition,1
Term Type 1521,Description for term type 1521 - availability period definition,1
Term Type 1522,Description for term type 1522 - availability period definition,1
Term Type 1523,Description for term type 1523 - availability period definition,1
Term Type 1524,Description for term type 1524 - availability period definition,1
Term Type 1525,Description for term type 1525 - availability period definition,1
Term Type 1526,Description for term type 1526 - availability period definition,1
Term Type 1527,Description for term type 1527 - availability period definition,1
Term Type 1528,Description for term type 1528 - availability period definition,1
Term Type 1529,Description for term type 1529 - availability period definition,1
Term Type 1530,Description for term type 1530 - availability period definition,1
Term Type 1531,Description for term type 1531 - availability period definition,1
Term Type 1532,Description for term type 1532 - availability period definition,1
Term Type 1533,Description for term type 1533 - availability period definition,1
Term Type 1534,Description for term type 1534 - availability period definition,1
Term Type 1535,Description for term type 1535 - availability period definition,1
Term Type 1536,Description for term type 1536 - availability period definition,1
Term Type 1537,Description for term type 1537 - availability period definition,1
Term Type 1538,Description for term type 1538 - availability period definition,1
Term Type 1539,Description for term type 1539 - availability period definition,1
Term Type 1540,Description for term type 1540 - availability period definition,1
Term Type 1541,Description for term type 1541 - availability period definition,1
Term Type 1542,Description for term type 1542 - availability period definition,1
Term Type 1543,Description for term type 1543 - availability period definition,1
Term Type 1544,Description for term type 1544 - availability period definition,1
Term Type 1545,Description for term type 1545 - availability period definition,1
Term Type 1546,Description for term type 1546 - availability period definition,1
Term Type 1547,Description for term type 1547 - availability period definition,1
Term Type 1548,Description for term type 1548 - availability period definition,1
Term Type 1549,Description for term type 1549 - availability period definition,1
Term Type 1550,Description for term type 1550 - availability period definition,1
Term Type 1551,Description for term type 1551 - availability period definition,1
Term Type 1552,Description for term type 1552 - availability period definition,1
Term Type 1553,Description for term type 1553 - availability period definition,1
Term Type 1554,Description for term type 1554 - availability period definition,1
Term Type 1555,Description for term type 1555 - availability period definition,1
Term Type 1556,Description for term type 1556 - availability period definition,1
Term Type 1557,Description for term type 1557 - availability period definition,1
Term Type 1558,Description for term type 1558 - availability period definition,1
Term Type 1559,Description for term type 1559 - availability period definition,1
Term Type 1560,Description for term type 1560 - availability period definition,1
Term Type 1561,Description for term type 1561 - availability period definition,1
Term Type 1562,Description for term type 1562 - availability period definition,1
Term Type 1563,Description for term type 1563 - availability period definition,1
Term Type 1564,Description for term type 1564 - availability period definition,1
Term Type 1565,Description for term type 1565 - availability period definition,1
Term Type 1566,Description for term type 1566 - availability period definition,1
Term Type 1567,Description for term type 1567 - availability period definition,1
Term Type 1568,Description for term type 1568 - availability period definition,1
Term Type 1569,Description for term type 1569 - availability period definition,1
Term Type 1570,Description for term type 1570 - availability period definition,1
Term Type 1571,Description for term type 1571 - availability period definition,1
Term Type 1572,Description for term type 1572 - availability period definition,1
Term Type 1573,Description for term type 1573 - availability period definition,1
Term Type 1574,Description for term type 1574 - availability period definition,1
Term Type 1575,Description for term type 1575 - availability period definition,1
Term Type 1576,Description for term type 1576 - availability period definition,1
Term Type 1577,Description for term type 1577 - availability period definition,1
Term Type 1578,Description for term type 1578 - availability period definition,1
Term Type 1579,Description for term type 1579 - availability period definition,1
Term Type 1580,Description for term type 1580 - availability period definition,1
Term Type 1581,Description for term type 1581 - availability period definition,1
Term Type 1582,Description for term type 1582 - availability period definition,1
Term Type 1583,Description for term type 1583 - availability period definition,1
Term Type 1584,Description for term type 1584 - availability period definition,1
Term Type 1585,Description for term type 1585 - availability period definition,1
Term Type 1586,Description for term type 1586 - availability period definition,1
Term Type 1587,Description for term type 1587 - availability period definition,1
Term Type 1588,Description for term type 1588 - availability period definition,1
Term Type 1589,Description for term type 1589 - availability period definition,1
Term Type 1590,Description for term type 1590 - availability period definition,1
Term Type 1591,Description for term type 1591 - availability period definition,1
Term Type 1592,Description for term type 1592 - availability period definition,1
Term Type 1593,Description for term type 1593 - availability period definition,1
Term Type 1594,Description for term type 1594 - availability period definition,1
Term Type 1595,Description for term type 1595 - availability period definition,1
Term Type 1596,Description for term type 1596 - availability period definition,1
Term Type 1597,Description for term type 1597 - availability period definition,1
Term Type 1598,Description for term type 1598 - availability period definition,1
Term Type 1599,Description for term type 1599 - availability period definition,1
Term Type 1600,Description for term type 1600 - availability period definition,1
Term Type 1601,Description for term type 1601 - availability period definition,1
Term Type 1602,Description for term type 1602 - availability period definition,1
Term Type 1603,Description for term type 1603 - availability period definition,1
Term Type 1604,Description for term type 1604 - availability period definition,1
Term Type 1605,Description for term type 1605 - availability period definition,1
Term Type 1606,Description for term type 1606 - availability period definition,1
Term Type 1607,Description for term type 1607 - availability period definition,1
Term Type 1608,Description for term type 1608 - availability period definition,1
Term Type 1609,Description for term type 1609 - availability period definition,1
Term Type 1610,Description for term type 1610 - availability period definition,1
Term Type 1611,Description for term type 1611 - availability period definition,1
Term Type 1612,Description for term type 1612 - availability period definition,1
Term Type 1613,Description for term type 1613 - availability period definition,1
Term Type 1614,Description for term type 1614 - availability period definition,1
Term Type 1615,Description for term type 1615 - availability period definition,1
Term Type 1616,Description for term type 1616 - availability period definition,1
Term Type 1617,Description for term type 1617 - availability period definition,1
Term Type 1618,Description for term type 1618 - availability period definition,1
Term Type 1619,Description for term type 1619 - availability period definition,1
Term Type 1620,Description for term type 1620 - availability period definition,1
Term Type 1621,Description for term type 1621 - availability period definition,1
Term Type 1622,Description for term type 1622 - availability period definition,1
Term Type 1623,Description for term type 1623 - availability period definition,1
Term Type 1624,Description for term type 1624 - availability period definition,1
Term Type 1625,Description for term type 1625 - availability period definition,1
Term Type 1626,Description for term type 1626 - availability period definition,1
Term Type 1627,Description for term type 1627 - availability period definition,1
Term Type 1628,Description for term type 1628 - availability period definition,1
Term Type 1629,Description for term type 1629 - availability period definition,1
Term Type 1630,Description for term type 1630 - availability period definition,1
Term Type 1631,Description for term type 1631 - availability period definition,1
Term Type 1632,Description for term type 1632 - availability period definition,1
Term Type 1633,Description for term type 1633 - availability period definition,1
Term Type 1634,Description for term type 1634 - availability period definition,1
Term Type 1635,Description for term type 1635 - availability period definition,1
Term Type 1636,Description for term type 1636 - availability period definition,1
Term Type 1637,Description for term type 1637 - availability period definition,1
Term Type 1638,Description for term type 1638 - availability period definition,1
Term Type 1639,Description for term type 1639 - availability period definition,1
Term Type 1640,Description for term type 1640 - availability period definition,1
Term Type 1641,Description for term type 1641 - availability period definition,1
Term Type 1642,Description for term type 1642 - availability period definition,1
Term Type 1643,Description for term type 1643 - availability period definition,1
Term Type 1644,Description for term type 1644 - availability period definition,1
Term Type 1645,Description for term type 1645 - availability period definition,1
Term Type 1646,Description for term type 1646 - availability period definition,1
Term Type 1647,Description for term type 1647 - availability period definition,1
Term Type 1648,Description for term type 1648 - availability period definition,1
Term Type 1649,Description for term type 1649 - availability period definition,1
Term Type 1650,Description for term type 1650 - availability period definition,1
Term Type 1651,Description for term type 1651 - availability period definition,1
Term Type 1652,Description for term type 1652 - availability period definition,1
Term Type 1653,Description for term type 1653 - availability period definition,1
Term Type 1654,Description for term type 1654 - availability period definition,1
Term Type 1655,Description for term type 1655 - availability period definition,1
Term Type 1656,Description for term type 1656 - availability period definition,1
Term Type 1657,Description for term type 1657 - availability period definition,1
Term Type 1658,Description for term type 1658 - availability period definition,1
Term Type 1659,Description for term type 1659 - availability period definition,1
Term Type 1660,Description for term type 1660 - availability period definition,1
Term Type 1661,Description for term type 1661 - availability period definition,1
Term Type 1662,Description for term type 1662 - availability period definition,1
Term Type 1663,Description for term type 1663 - availability period definition,1
Term Type 1664,Description for term type 1664 - availability period definition,1
Term Type 1665,Description for term type 1665 - availability period definition,1
Term Type 1666,Description for term type 1666 - availability period definition,1
Term Type 1667,Description for term type 1667 - availability period definition,1
Term Type 1668,Description for term type 1668 - availability period definition,1
Term Type 1669,Description for term type 1669 - availability period definition,1
Term Type 1670,Description for term type 1670 - availability period definition,1
Term Type 1671,Description for term type 1671 - availability period definition,1
Term Type 1672,Description for term type 1672 - availability period definition,1
Term Type 1673,Description for term type 1673 - availability period definition,1
Term Type 1674,Description for term type 1674 - availability period definition,1
Term Type 1675,Description for term type 1675 - availability period definition,1
Term Type 1676,Description for term type 1676 - availability period definition,1
Term Type 1677,Description for term type 1677 - availability period definition,1
Term Type 1678,Description for term type 1678 - availability period definition,1
Term Type 1679,Description for term type 1679 - availability period definition,1
Term Type 1680,Description for term type 1680 - availability period definition,1
Term Type 1681,Description for term type 1681 - availability period definition,1
Term Type 1682,Description for term type 1682 - availability period definition,1
Term Type 1683,Description for term type 1683 - availability period definition,1
Term Type 1684,Description for term type 1684 - availability period definition,1
Term Type 1685,Description for term type 1685 - availability period definition,1
Term Type 1686,Description for term type 1686 - availability period definition,1
Term Type 1687,Description for term type 1687 - availability period definition,1
Term Type 1688,Description for term type 1688 - availability period definition,1
Term Type 1689,Description for term type 1689 - availability period definition,1
Term Type 1690,Description for term type 1690 - availability period definition,1
Term Type 1691,Description for term type 1691 - availability period definition,1
Term Type 1692,Description for term type 1692 - availability period definition,1
Term Type 1693,Description for term type 1693 - availability period definition,1
Term Type 1694,Description for term type 1694 - availability period definition,1
Term Type 1695,Description for term type 1695 - availability period definition,1
Term Type 1696,Description for term type 1696 - availability period definition,1
Term Type 1697,Description for term type 1697 - availability period definition,1
Term Type 1698,Description for term type 1698 - availability period definition,1
Term Type 1699,Description for term type 1699 - availability period definition,1
Term Type 1700,Description for term type 1700 - availability period definition,1
Term Type 1701,Description for term type 1701 - availability period definition,1
Term Type 1702,Description for term type 1702 - availability period definition,1
Term Type 1703,Description for term type 1703 - availability period definition,1
Term Type 1704,Description for term type 1704 - availability period definition,1
Term Type 1705,Description for term type 1705 - availability period definition,1
Term Type 1706,Description for term type 1706 - availability period definition,1
Term Type 1707,Description for term type 1707 - availability period definition,1
Term Type 1708,Description for term type 1708 - availability period definition,1
Term Type 1709,Description for term type 1709 - availability period definition,1
Term Type 1710,Description for term type 1710 - availability period definition,1
Term Type 1711,Description for term type 1711 - availability period definition,1
Term Type 1712,Description for term type 1712 - availability period definition,1
Term Type 1713,Description for term type 1713 - availability period definition,1
Term Type 1714,Description for term type 1714 - availability period definition,1
Term Type 1715,Description for term type 1715 - availability period definition,1
Term Type 1716,Description for term type 1716 - availability period definition,1
Term Type 1717,Description for term type 1717 - availability period definition,1
Term Type 1718,Description for term type 1718 - availability period definition,1
Term Type 1719,Description for term type 1719 - availability period definition,1
Term Type 1720,Description for term type 1720 - availability period definition,1
Term Type 1721,Description for term type 1721 - availability period definition,1
Term Type 1722,Description for term type 1722 - availability period definition,1
Term Type 1723,Description for term type 1723 - availability period definition,1
Term Type 1724,Description for term type 1724 - availability period definition,1
